,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
295,filter96$\longleftrightarrow$filter104,14551,M0756_1.02,0.0341843,M0632_1.02,0.0239745,312.0,162.0,709.0,1307.0,0.0020282084410526368,0.016273919261494525,FOXN3,DMRTA2,DMRTA2$\longleftrightarrow$FOXN3,Forkhead,DM,DM$\longleftrightarrow$Forkhead
296,filter96$\longleftrightarrow$filter108,14555,M0756_1.02,0.0341843,M6461_1.02,0.0283823,264.0,96.0,1092.0,3563.0,0.002425097092854171,0.019092169344786882,FOXN3,RXRB,FOXN3$\longleftrightarrow$RXRB,Forkhead,Nuclear receptor,Forkhead$\longleftrightarrow$Nuclear receptor
297,filter96$\longleftrightarrow$filter129,14576,M0756_1.02,0.0341843,M6257_1.02,0.017952700000000002,348.0,132.0,970.0,2000.0,1.7408785669687626e-08,3.412979566907528e-07,FOXN3,GATA5,GATA5$\longleftrightarrow$FOXN3,Forkhead,GATA,GATA$\longleftrightarrow$Forkhead
298,filter96$\longleftrightarrow$filter133,14580,M0756_1.02,0.0341843,M5502_1.02,0.0139477,162.0,480.0,795.0,2010.0,0.0005399078769879235,0.004969242854929271,FOXN3,GSX1,FOXN3$\longleftrightarrow$GSX1,Forkhead,Homeodomain,Homeodomain$\longleftrightarrow$Forkhead
299,filter96$\longleftrightarrow$filter143,14590,M0756_1.02,0.0341843,M0607_1.02,0.00131189,78.0,102.0,1412.0,4313.0,5.462562905951047e-05,0.0006222068647139088,FOXN3,KDM2B,FOXN3$\longleftrightarrow$KDM2B,Forkhead,CxxC,Forkhead$\longleftrightarrow$CxxC
300,filter96$\longleftrightarrow$filter153,14600,M0756_1.02,0.0341843,M1007_1.02,0.0153505,114.0,234.0,1097.0,3347.0,8.601359131522761e-07,1.3166034258320877e-05,FOXN3,HOXA11,FOXN3$\longleftrightarrow$HOXA11,Forkhead,Homeodomain,Homeodomain$\longleftrightarrow$Forkhead
301,filter96$\longleftrightarrow$filter159,14606,M0756_1.02,0.0341843,M1605_1.02,0.00383922,456.0,252.0,879.0,2205.0,0.000265831703442565,0.0026422502831186818,FOXN3,SOX1,FOXN3$\longleftrightarrow$SOX1,Forkhead,Sox,Forkhead$\longleftrightarrow$Sox
302,filter96$\longleftrightarrow$filter167,14614,M0756_1.02,0.0341843,M1605_1.02,0.036521899999999996,12.0,306.0,1074.0,2946.0,1.752087378706871e-09,3.973851813703147e-08,FOXN3,SOX1,FOXN3$\longleftrightarrow$SOX1,Forkhead,Sox,Forkhead$\longleftrightarrow$Sox
303,filter96$\longleftrightarrow$filter199,14646,M0756_1.02,0.0341843,M1668_1.02,0.048857300000000006,168.0,252.0,1017.0,2544.0,0.00017488728545372742,0.00180689620625323,FOXN3,PRKRIR,FOXN3$\longleftrightarrow$PRKRIR,Forkhead,THAP finger,Forkhead$\longleftrightarrow$THAP finger
304,filter104$\longleftrightarrow$filter129,15364,M0632_1.02,0.0239745,M6257_1.02,0.017952700000000002,222.0,348.0,600.0,975.0,0.0017323610690541374,0.014186112309921103,DMRTA2,GATA5,DMRTA2$\longleftrightarrow$GATA5,DM,GATA,DM$\longleftrightarrow$GATA
305,filter104$\longleftrightarrow$filter143,15378,M0632_1.02,0.0239745,M0607_1.02,0.00131189,348.0,474.0,829.0,1510.0,4.217177414373047e-06,5.787421611628224e-05,DMRTA2,KDM2B,DMRTA2$\longleftrightarrow$KDM2B,DM,CxxC,DM$\longleftrightarrow$CxxC
306,filter104$\longleftrightarrow$filter153,15388,M0632_1.02,0.0239745,M1007_1.02,0.0153505,66.0,456.0,635.0,1187.0,0.0004787021770535718,0.00444710299775398,DMRTA2,HOXA11,DMRTA2$\longleftrightarrow$HOXA11,DM,Homeodomain,Homeodomain$\longleftrightarrow$DM
307,filter104$\longleftrightarrow$filter159,15394,M0632_1.02,0.0239745,M1605_1.02,0.00383922,54.0,30.0,537.0,828.0,0.0033920199484623096,0.025841426092822164,DMRTA2,SOX1,DMRTA2$\longleftrightarrow$SOX1,DM,Sox,DM$\longleftrightarrow$Sox
308,filter104$\longleftrightarrow$filter167,15402,M0632_1.02,0.0239745,M1605_1.02,0.036521899999999996,450.0,198.0,609.0,1068.0,6.758392402265278e-07,1.0541415987157682e-05,DMRTA2,SOX1,DMRTA2$\longleftrightarrow$SOX1,DM,Sox,DM$\longleftrightarrow$Sox
309,filter104$\longleftrightarrow$filter171,15406,M0632_1.02,0.0239745,M1605_1.02,0.00593429,186.0,570.0,698.0,1214.0,0.0020298046932113413,0.0162801626723952,DMRTA2,SOX1,DMRTA2$\longleftrightarrow$SOX1,DM,Sox,DM$\longleftrightarrow$Sox
310,filter104$\longleftrightarrow$filter199,15434,M0632_1.02,0.0239745,M1668_1.02,0.048857300000000006,480.0,210.0,575.0,891.0,0.0019421572044961294,0.015684653495238832,DMRTA2,PRKRIR,DMRTA2$\longleftrightarrow$PRKRIR,DM,THAP finger,DM$\longleftrightarrow$THAP finger
311,filter108$\longleftrightarrow$filter129,15734,M6461_1.02,0.0283823,M6257_1.02,0.017952700000000002,12.0,384.0,884.0,2127.0,0.0007954059070097315,0.007053378851865706,RXRB,GATA5,GATA5$\longleftrightarrow$RXRB,Nuclear receptor,GATA,GATA$\longleftrightarrow$Nuclear receptor
312,filter108$\longleftrightarrow$filter143,15748,M6461_1.02,0.0283823,M0607_1.02,0.00131189,72.0,216.0,1255.0,4085.0,5.030230302096375e-06,6.809289304858217e-05,RXRB,KDM2B,RXRB$\longleftrightarrow$KDM2B,Nuclear receptor,CxxC,Nuclear receptor$\longleftrightarrow$CxxC
313,filter108$\longleftrightarrow$filter153,15758,M6461_1.02,0.0283823,M1007_1.02,0.0153505,78.0,318.0,979.0,3204.0,2.2979103791372308e-07,3.884971846597431e-06,RXRB,HOXA11,RXRB$\longleftrightarrow$HOXA11,Nuclear receptor,Homeodomain,Homeodomain$\longleftrightarrow$Nuclear receptor
314,filter108$\longleftrightarrow$filter167,15772,M6461_1.02,0.0283823,M1605_1.02,0.036521899999999996,72.0,138.0,963.0,2870.0,7.889445603755686e-07,1.217936990451004e-05,RXRB,SOX1,RXRB$\longleftrightarrow$SOX1,Nuclear receptor,Sox,Nuclear receptor$\longleftrightarrow$Sox
315,filter108$\longleftrightarrow$filter199,15804,M6461_1.02,0.0283823,M1668_1.02,0.048857300000000006,216.0,78.0,909.0,2424.0,5.657038984696456e-05,0.0006421529877722463,RXRB,PRKRIR,RXRB$\longleftrightarrow$PRKRIR,Nuclear receptor,THAP finger,Nuclear receptor$\longleftrightarrow$THAP finger
316,filter129$\longleftrightarrow$filter133,17418,M6257_1.02,0.017952700000000002,M5502_1.02,0.0139477,294.0,432.0,653.0,1465.0,0.0005043490781338933,0.004665756534535726,GATA5,GSX1,GATA5$\longleftrightarrow$GSX1,GATA,Homeodomain,Homeodomain$\longleftrightarrow$GATA
317,filter129$\longleftrightarrow$filter143,17428,M6257_1.02,0.017952700000000002,M0607_1.02,0.00131189,114.0,348.0,1135.0,2388.0,4.4315362738812604e-18,2.0555510562695384e-16,GATA5,KDM2B,KDM2B$\longleftrightarrow$GATA5,GATA,CxxC,CxxC$\longleftrightarrow$GATA
318,filter129$\longleftrightarrow$filter152,17437,M6257_1.02,0.017952700000000002,M0891_1.02,0.0103588,462.0,192.0,430.0,1057.0,0.0070621824440310075,0.04955231609794536,GATA5,TLX2,TLX2$\longleftrightarrow$GATA5,GATA,Homeodomain,Homeodomain$\longleftrightarrow$GATA
319,filter129$\longleftrightarrow$filter153,17438,M6257_1.02,0.017952700000000002,M1007_1.02,0.0153505,312.0,264.0,878.0,1927.0,2.1277405894320085e-06,3.057033212209931e-05,GATA5,HOXA11,GATA5$\longleftrightarrow$HOXA11,GATA,Homeodomain,Homeodomain$\longleftrightarrow$GATA
320,filter129$\longleftrightarrow$filter159,17444,M6257_1.02,0.017952700000000002,M1605_1.02,0.00383922,138.0,318.0,719.0,1308.0,4.376621940388577e-05,0.0005072242282573809,GATA5,SOX1,SOX1$\longleftrightarrow$GATA5,GATA,Sox,Sox$\longleftrightarrow$GATA
321,filter129$\longleftrightarrow$filter160,17445,M6257_1.02,0.017952700000000002,M1110_1.02,0.0410347,414.0,270.0,879.0,1969.0,0.0013590390058604179,0.011465717635395464,GATA5,HHEX,GATA5$\longleftrightarrow$HHEX,GATA,Homeodomain,Homeodomain$\longleftrightarrow$GATA
322,filter129$\longleftrightarrow$filter167,17452,M6257_1.02,0.017952700000000002,M1605_1.02,0.036521899999999996,450.0,282.0,858.0,1669.0,1.1094324251309505e-10,2.9048152404843136e-09,GATA5,SOX1,SOX1$\longleftrightarrow$GATA5,GATA,Sox,Sox$\longleftrightarrow$GATA
323,filter129$\longleftrightarrow$filter171,17456,M6257_1.02,0.017952700000000002,M1605_1.02,0.00593429,408.0,228.0,907.0,1899.0,7.544008626612591e-07,1.1691450752411525e-05,GATA5,SOX1,SOX1$\longleftrightarrow$GATA5,GATA,Sox,Sox$\longleftrightarrow$GATA
324,filter129$\longleftrightarrow$filter189,17474,M6257_1.02,0.017952700000000002,M0408_1.02,0.00263428,372.0,126.0,250.0,461.0,0.0026085047218993925,0.020347563881252848,GATA5,ZKSCAN1,ZKSCAN1$\longleftrightarrow$GATA5,GATA,C2H2 ZF,C2H2 ZF$\longleftrightarrow$GATA
325,filter129$\longleftrightarrow$filter196,17481,M6257_1.02,0.017952700000000002,M0891_1.02,0.00909911,18.0,114.0,552.0,857.0,0.0003920082682125636,0.0037269816192841867,GATA5,TLX2,TLX2$\longleftrightarrow$GATA5,GATA,Homeodomain,Homeodomain$\longleftrightarrow$GATA
326,filter129$\longleftrightarrow$filter198,17483,M6257_1.02,0.017952700000000002,M6406_1.02,0.00295379,42.0,384.0,632.0,1253.0,0.0011956953108804556,0.0102336090284775,GATA5,PAX2,GATA5$\longleftrightarrow$PAX2,GATA,"Homeodomain,Paired box","GATA$\longleftrightarrow$Homeodomain,Paired box"
327,filter129$\longleftrightarrow$filter199,17484,M6257_1.02,0.017952700000000002,M1668_1.02,0.048857300000000006,324.0,438.0,812.0,1449.0,1.1895767809035122e-10,3.10241000828296e-09,GATA5,PRKRIR,PRKRIR$\longleftrightarrow$GATA5,GATA,THAP finger,THAP finger$\longleftrightarrow$GATA
328,filter133$\longleftrightarrow$filter143,17698,M5502_1.02,0.0139477,M0607_1.02,0.00131189,336.0,90.0,907.0,2341.0,3.4969206567819416e-07,5.7460961312389645e-06,GSX1,KDM2B,GSX1$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
329,filter133$\longleftrightarrow$filter153,17708,M5502_1.02,0.0139477,M1007_1.02,0.0153505,120.0,576.0,702.0,1808.0,0.00020925261745040127,0.0021277045654806005,GSX1,HOXA11,GSX1$\longleftrightarrow$HOXA11,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
330,filter133$\longleftrightarrow$filter167,17722,M5502_1.02,0.0139477,M1605_1.02,0.036521899999999996,468.0,120.0,670.0,1597.0,3.846051193807925e-09,8.264856663669967e-08,GSX1,SOX1,GSX1$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
331,filter133$\longleftrightarrow$filter171,17726,M5502_1.02,0.0139477,M1605_1.02,0.00593429,324.0,48.0,734.0,1740.0,6.63975495453491e-05,0.0007468879810078585,GSX1,SOX1,GSX1$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
332,filter133$\longleftrightarrow$filter199,17754,M5502_1.02,0.0139477,M1668_1.02,0.048857300000000006,126.0,402.0,640.0,1363.0,5.420463749297758e-07,8.594566386237137e-06,GSX1,PRKRIR,GSX1$\longleftrightarrow$PRKRIR,Homeodomain,THAP finger,Homeodomain$\longleftrightarrow$THAP finger
333,filter143$\longleftrightarrow$filter153,18313,M0607_1.02,0.00131189,M1007_1.02,0.0153505,306.0,12.0,1259.0,3762.0,1.2250438081963534e-10,3.190726012997283e-09,KDM2B,HOXA11,KDM2B$\longleftrightarrow$HOXA11,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
334,filter143$\longleftrightarrow$filter159,18319,M0607_1.02,0.00131189,M1605_1.02,0.00383922,342.0,678.0,1010.0,2489.0,1.2031640739071566e-05,0.0001530803190964099,KDM2B,SOX1,KDM2B$\longleftrightarrow$SOX1,CxxC,Sox,CxxC$\longleftrightarrow$Sox
335,filter143$\longleftrightarrow$filter160,18320,M0607_1.02,0.00131189,M1110_1.02,0.0410347,6.0,210.0,1246.0,3294.0,0.00018192795368173972,0.0018747718023370997,KDM2B,HHEX,KDM2B$\longleftrightarrow$HHEX,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
336,filter143$\longleftrightarrow$filter167,18327,M0607_1.02,0.00131189,M1605_1.02,0.036521899999999996,102.0,222.0,1211.0,3348.0,4.972760853942708e-12,1.536536773798229e-10,KDM2B,SOX1,KDM2B$\longleftrightarrow$SOX1,CxxC,Sox,CxxC$\longleftrightarrow$Sox
337,filter143$\longleftrightarrow$filter171,18331,M0607_1.02,0.00131189,M1605_1.02,0.00593429,258.0,654.0,1271.0,2681.0,8.889315706944172e-11,2.3553727463712653e-09,KDM2B,SOX1,KDM2B$\longleftrightarrow$SOX1,CxxC,Sox,CxxC$\longleftrightarrow$Sox
338,filter143$\longleftrightarrow$filter189,18349,M0607_1.02,0.00131189,M0408_1.02,0.00263428,72.0,108.0,373.0,1303.0,0.0023524520612982327,0.018583344012613558,KDM2B,ZKSCAN1,ZKSCAN1$\longleftrightarrow$KDM2B,CxxC,C2H2 ZF,C2H2 ZF$\longleftrightarrow$CxxC
339,filter143$\longleftrightarrow$filter199,18359,M0607_1.02,0.00131189,M1668_1.02,0.048857300000000006,366.0,426.0,1160.0,2818.0,2.437956304922927e-09,5.36054060902335e-08,KDM2B,PRKRIR,KDM2B$\longleftrightarrow$PRKRIR,CxxC,THAP finger,CxxC$\longleftrightarrow$THAP finger
340,filter152$\longleftrightarrow$filter167,18786,M0891_1.02,0.0103588,M1605_1.02,0.036521899999999996,84.0,420.0,493.0,1531.0,0.002269320036192873,0.017990916095697997,TLX2,SOX1,TLX2$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
341,filter153$\longleftrightarrow$filter159,18824,M1007_1.02,0.0153505,M1605_1.02,0.00383922,114.0,150.0,784.0,2012.0,7.2151695512137405e-06,9.520865974774682e-05,HOXA11,SOX1,HOXA11$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
342,filter153$\longleftrightarrow$filter160,18825,M1007_1.02,0.0153505,M1110_1.02,0.0410347,18.0,672.0,970.0,2559.0,4.1083046954286575e-05,0.00047835667135362703,HOXA11,HHEX,HOXA11$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
343,filter153$\longleftrightarrow$filter167,18832,M1007_1.02,0.0153505,M1605_1.02,0.036521899999999996,210.0,444.0,952.0,2628.0,9.466035596275994e-12,2.8072226874857827e-10,HOXA11,SOX1,HOXA11$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
344,filter153$\longleftrightarrow$filter171,18836,M1007_1.02,0.0153505,M1605_1.02,0.00593429,426.0,138.0,947.0,2138.0,1.9030133342653376e-07,3.2616763426826836e-06,HOXA11,SOX1,HOXA11$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
345,filter153$\longleftrightarrow$filter196,18861,M1007_1.02,0.0153505,M0891_1.02,0.00909911,18.0,228.0,620.0,1316.0,0.002903820519451886,0.022440048355950717,HOXA11,TLX2,TLX2$\longleftrightarrow$HOXA11,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
346,filter153$\longleftrightarrow$filter199,18864,M1007_1.02,0.0153505,M1668_1.02,0.048857300000000006,354.0,222.0,915.0,2316.0,2.6743126330925407e-10,6.693854979359557e-09,HOXA11,PRKRIR,HOXA11$\longleftrightarrow$PRKRIR,Homeodomain,THAP finger,Homeodomain$\longleftrightarrow$THAP finger
347,filter159$\longleftrightarrow$filter199,19119,M1605_1.02,0.00383922,M1668_1.02,0.048857300000000006,36.0,240.0,728.0,1495.0,0.0005766593683178097,0.005266151799062001,SOX1,PRKRIR,SOX1$\longleftrightarrow$PRKRIR,Sox,THAP finger,Sox$\longleftrightarrow$THAP finger
348,filter160$\longleftrightarrow$filter167,19126,M1110_1.02,0.0410347,M1605_1.02,0.036521899999999996,324.0,324.0,935.0,2282.0,8.411605500679631e-07,1.2915319279168519e-05,HHEX,SOX1,HHEX$\longleftrightarrow$SOX1,Homeodomain,Sox,Homeodomain$\longleftrightarrow$Sox
349,filter160$\longleftrightarrow$filter199,19158,M1110_1.02,0.0410347,M1668_1.02,0.048857300000000006,396.0,12.0,878.0,1942.0,0.003334911219055618,0.025461015859984976,HHEX,PRKRIR,HHEX$\longleftrightarrow$PRKRIR,Homeodomain,THAP finger,Homeodomain$\longleftrightarrow$THAP finger
350,filter167$\longleftrightarrow$filter173,19377,M1605_1.02,0.036521899999999996,M0891_1.02,0.00373005,240.0,246.0,646.0,1603.0,0.0017543996865488892,0.014348869446213048,SOX1,TLX2,TLX2$\longleftrightarrow$SOX1,Sox,Homeodomain,Homeodomain$\longleftrightarrow$Sox
351,filter167$\longleftrightarrow$filter189,19393,M1605_1.02,0.036521899999999996,M0408_1.02,0.00263428,378.0,654.0,282.0,898.0,0.00022580268715376357,0.0022808363815597674,SOX1,ZKSCAN1,ZKSCAN1$\longleftrightarrow$SOX1,Sox,C2H2 ZF,C2H2 ZF$\longleftrightarrow$Sox
352,filter167$\longleftrightarrow$filter196,19400,M1605_1.02,0.036521899999999996,M0891_1.02,0.00909911,438.0,42.0,587.0,1189.0,2.069128539410919e-05,0.00025337593111223307,SOX1,TLX2,TLX2$\longleftrightarrow$SOX1,Sox,Homeodomain,Homeodomain$\longleftrightarrow$Sox
353,filter167$\longleftrightarrow$filter199,19403,M1605_1.02,0.036521899999999996,M1668_1.02,0.048857300000000006,780.0,60.0,879.0,2011.0,3.6040511478358534e-13,1.2217549197748831e-11,SOX1,PRKRIR,SOX1$\longleftrightarrow$PRKRIR,Sox,THAP finger,Sox$\longleftrightarrow$THAP finger
354,filter171$\longleftrightarrow$filter199,19521,M1605_1.02,0.00593429,M1668_1.02,0.048857300000000006,186.0,132.0,893.0,1607.0,4.749042176409268e-08,8.923625143377529e-07,SOX1,PRKRIR,SOX1$\longleftrightarrow$PRKRIR,Sox,THAP finger,Sox$\longleftrightarrow$THAP finger
355,filter173$\longleftrightarrow$filter199,19574,M0891_1.02,0.00373005,M1668_1.02,0.048857300000000006,372.0,462.0,614.0,1328.0,0.004447149916347107,0.032834049143879725,TLX2,PRKRIR,TLX2$\longleftrightarrow$PRKRIR,Homeodomain,THAP finger,Homeodomain$\longleftrightarrow$THAP finger
356,filter175$\longleftrightarrow$filter199,19623,M0607_1.02,0.00325007,M1668_1.02,0.048857300000000006,168.0,138.0,433.0,986.0,0.0038847000391462865,0.029126468002626964,KDM2B,PRKRIR,KDM2B$\longleftrightarrow$PRKRIR,CxxC,THAP finger,CxxC$\longleftrightarrow$THAP finger
357,filter189$\longleftrightarrow$filter199,19854,M0408_1.02,0.00263428,M1668_1.02,0.048857300000000006,30.0,180.0,275.0,703.0,4.183880933166901e-05,0.00048601895323460703,ZKSCAN1,PRKRIR,ZKSCAN1$\longleftrightarrow$PRKRIR,C2H2 ZF,THAP finger,C2H2 ZF$\longleftrightarrow$THAP finger
358,filter196$\longleftrightarrow$filter199,19896,M0891_1.02,0.00909911,M1668_1.02,0.048857300000000006,342.0,300.0,592.0,1013.0,0.0023174970879346487,0.0183217618406085,TLX2,PRKRIR,TLX2$\longleftrightarrow$PRKRIR,Homeodomain,THAP finger,Homeodomain$\longleftrightarrow$THAP finger
