,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
181,filter23$\longleftrightarrow$filter143,4443,M0891_1.02,0.00977604,M0632_1.02,0.016274200000000003,222.0,156.0,193.0,366.0,1.2982427910176287e-15,1.4151735629483264e-14,TLX2,DMRTA2,TLX2$\longleftrightarrow$DMRTA2,Homeodomain,DM,Homeodomain$\longleftrightarrow$DM
182,filter23$\longleftrightarrow$filter144,4444,M0891_1.02,0.00977604,M0607_1.02,0.0492292,78.0,192.0,374.0,324.0,6.586618169216927e-25,4.764819461958518e-23,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
183,filter23$\longleftrightarrow$filter145,4445,M0891_1.02,0.00977604,M1605_1.02,0.0305676,204.0,54.0,94.0,231.0,1.093615256205715e-11,6.422467454802196e-11,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
184,filter23$\longleftrightarrow$filter148,4448,M0891_1.02,0.00977604,M0610_1.02,0.0105344,450.0,174.0,333.0,290.0,1.2469785080099116e-29,3.0531789161504217e-27,TLX2,TET1,TLX2$\longleftrightarrow$TET1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
185,filter23$\longleftrightarrow$filter151,4451,M0891_1.02,0.00977604,M1507_1.02,0.00163482,24.0,114.0,293.0,337.0,6.704550666190294e-27,8.536233908193483e-25,TLX2,LCOR,TLX2$\longleftrightarrow$LCOR,Homeodomain,Pipsqueak,Homeodomain$\longleftrightarrow$Pipsqueak
186,filter23$\longleftrightarrow$filter155,4455,M0891_1.02,0.00977604,M0609_1.02,0.0062106,192.0,198.0,261.0,276.0,7.168388648940147e-16,8.062537480415722e-15,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
187,filter23$\longleftrightarrow$filter156,4456,M0891_1.02,0.00977604,M0607_1.02,0.00239131,270.0,18.0,259.0,343.0,5.44396714175258e-19,9.73491427651599e-18,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
188,filter23$\longleftrightarrow$filter159,4459,M0891_1.02,0.00977604,M0607_1.02,0.0061845,36.0,366.0,214.0,243.0,3.1031694277499404e-16,3.769995529972542e-15,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
189,filter23$\longleftrightarrow$filter160,4460,M0891_1.02,0.00977604,M1605_1.02,0.013323500000000002,276.0,390.0,272.0,323.0,1.2309800649223152e-22,4.353566162941922e-21,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
190,filter23$\longleftrightarrow$filter161,4461,M0891_1.02,0.00977604,M4459_1.02,0.0224206,150.0,66.0,354.0,237.0,7.40123238814192e-11,3.6315559620016285e-10,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
191,filter23$\longleftrightarrow$filter162,4462,M0891_1.02,0.00977604,M0609_1.02,0.0188738,372.0,342.0,203.0,309.0,4.1035208890116845e-10,1.7163609710544274e-09,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
192,filter23$\longleftrightarrow$filter170,4470,M0891_1.02,0.00977604,M1592_1.02,0.00168537,168.0,90.0,207.0,289.0,4.2577413913166446e-18,6.776195424280441e-17,TLX2,SOX3,SOX3$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
193,filter23$\longleftrightarrow$filter172,4472,M0891_1.02,0.00977604,M1605_1.02,0.000319962,126.0,240.0,182.0,270.0,5.1439259437053994e-17,6.967283522899697e-16,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
194,filter23$\longleftrightarrow$filter173,4473,M0891_1.02,0.00977604,M0607_1.02,0.00901742,174.0,150.0,299.0,317.0,1.2997596071540256e-19,2.538119527344333e-18,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
195,filter23$\longleftrightarrow$filter174,4474,M0891_1.02,0.00977604,M1007_1.02,0.0111757,318.0,54.0,285.0,345.0,6.958435860180577e-25,4.921933631767728e-23,TLX2,HOXA11,TLX2$\longleftrightarrow$HOXA11,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
196,filter23$\longleftrightarrow$filter178,4478,M0891_1.02,0.00977604,M0105_1.02,0.0368381,138.0,42.0,96.0,308.0,1.3945835308989897e-10,6.451975841353902e-10,TLX2,ARID3B,TLX2$\longleftrightarrow$ARID3B,Homeodomain,ARID/BRIGHT,Homeodomain$\longleftrightarrow$ARID/BRIGHT
197,filter23$\longleftrightarrow$filter181,4481,M0891_1.02,0.00977604,M1605_1.02,8.283969999999999e-05,270.0,114.0,143.0,369.0,5.1007991726838704e-18,8.037546419135029e-17,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
198,filter23$\longleftrightarrow$filter183,4483,M0891_1.02,0.00977604,M1605_1.02,0.000761008,36.0,144.0,252.0,363.0,7.09397384086362e-21,1.7503968011991398e-19,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
199,filter23$\longleftrightarrow$filter192,4492,M0891_1.02,0.00977604,M0436_1.02,0.0083946,270.0,78.0,131.0,311.0,1.0076057624256431e-15,1.1059341868278697e-14,TLX2,ZNF35,TLX2$\longleftrightarrow$ZNF35,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
200,filter23$\longleftrightarrow$filter195,4495,M0891_1.02,0.00977604,M4604_1.02,0.0263842,144.0,54.0,277.0,153.0,1.3812030960430243e-10,6.39937329651375e-10,TLX2,ZNF263,TLX2$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
201,filter23$\longleftrightarrow$filter196,4496,M0891_1.02,0.00977604,M1605_1.02,0.0329541,132.0,54.0,154.0,315.0,1.84864286999945e-12,1.2057848883623466e-11,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
202,filter23$\longleftrightarrow$filter197,4497,M0891_1.02,0.00977604,M1110_1.02,0.00768872,204.0,246.0,288.0,375.0,4.561818005273546e-21,1.1709892508698142e-19,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
203,filter23$\longleftrightarrow$filter199,4499,M0891_1.02,0.00977604,M0607_1.02,0.039024500000000004,360.0,168.0,206.0,360.0,3.1712017642965097e-18,5.1698279642737575e-17,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
204,filter24$\longleftrightarrow$filter71,4546,M0891_1.02,0.00601423,M4459_1.02,0.025375400000000003,6.0,72.0,192.0,248.0,2.342229507805244e-07,5.191724598429033e-07,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
205,filter24$\longleftrightarrow$filter101,4576,M0891_1.02,0.00601423,M1110_1.02,0.00439645,228.0,192.0,172.0,398.0,4.44154640670743e-05,6.300107937856396e-05,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
206,filter24$\longleftrightarrow$filter133,4608,M0891_1.02,0.00601423,M0609_1.02,0.00486299,258.0,276.0,218.0,344.0,6.422478930642759e-16,7.30098229865568e-15,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
207,filter24$\longleftrightarrow$filter138,4613,M0891_1.02,0.00601423,M0607_1.02,0.047259300000000004,54.0,324.0,195.0,345.0,1.2587103585651539e-08,3.7832625791434236e-08,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
208,filter24$\longleftrightarrow$filter161,4636,M0891_1.02,0.00601423,M4459_1.02,0.0224206,96.0,348.0,177.0,253.0,0.00026078476298404456,0.00033296345791344314,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
209,filter28$\longleftrightarrow$filter57,5222,M0609_1.02,0.00120471,M0404_1.02,0.046704,84.0,6.0,277.0,202.0,0.0007656605605515808,0.0009168914839110916,DNMT1,ZNF202,DNMT1$\longleftrightarrow$ZNF202,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
210,filter28$\longleftrightarrow$filter67,5232,M0609_1.02,0.00120471,M1605_1.02,0.019599000000000002,66.0,18.0,221.0,204.0,2.785645161039509e-11,1.5028319572184336e-10,DNMT1,SOX1,SOX1$\longleftrightarrow$DNMT1,CxxC,Sox,Sox$\longleftrightarrow$CxxC
211,filter28$\longleftrightarrow$filter71,5236,M0609_1.02,0.00120471,M4459_1.02,0.025375400000000003,186.0,156.0,353.0,153.0,4.937506683583715e-09,1.6053200994736428e-08,DNMT1,EGR1,DNMT1$\longleftrightarrow$EGR1,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
212,filter28$\longleftrightarrow$filter90,5255,M0609_1.02,0.00120471,M0607_1.02,0.0174315,324.0,180.0,353.0,233.0,7.404586300154122e-11,3.6315559620016285e-10,DNMT1,KDM2B,DNMT1$\longleftrightarrow$KDM2B,CxxC,CxxC,CxxC$\longleftrightarrow$CxxC
213,filter28$\longleftrightarrow$filter101,5266,M0609_1.02,0.00120471,M1110_1.02,0.00439645,270.0,234.0,305.0,231.0,1.2085100255325827e-16,1.5617075607511985e-15,DNMT1,HHEX,HHEX$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
214,filter28$\longleftrightarrow$filter102,5267,M0609_1.02,0.00120471,M4604_1.02,0.0389065,42.0,66.0,236.0,130.0,5.2004467150809296e-11,2.661257539244791e-10,DNMT1,ZNF263,DNMT1$\longleftrightarrow$ZNF263,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
215,filter28$\longleftrightarrow$filter130,5295,M0609_1.02,0.00120471,M0891_1.02,0.040161,54.0,66.0,348.0,233.0,2.4535440118135173e-18,4.067515932084597e-17,DNMT1,TLX2,TLX2$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
216,filter28$\longleftrightarrow$filter135,5300,M0609_1.02,0.00120471,M1110_1.02,0.027917599999999997,324.0,528.0,332.0,184.0,7.955057153328177e-05,0.00010811676737422541,DNMT1,HHEX,HHEX$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
217,filter28$\longleftrightarrow$filter138,5303,M0609_1.02,0.00120471,M0607_1.02,0.047259300000000004,6.0,84.0,323.0,200.0,7.49204765205545e-22,2.187815383164449e-20,DNMT1,KDM2B,DNMT1$\longleftrightarrow$KDM2B,CxxC,CxxC,CxxC$\longleftrightarrow$CxxC
218,filter28$\longleftrightarrow$filter160,5325,M0609_1.02,0.00120471,M1605_1.02,0.013323500000000002,60.0,198.0,234.0,218.0,4.363547440093033e-09,1.4363155637865692e-08,DNMT1,SOX1,SOX1$\longleftrightarrow$DNMT1,CxxC,Sox,Sox$\longleftrightarrow$CxxC
219,filter28$\longleftrightarrow$filter161,5326,M0609_1.02,0.00120471,M4459_1.02,0.0224206,30.0,12.0,319.0,155.0,1.4611911290123737e-06,2.696215283273266e-06,DNMT1,EGR1,DNMT1$\longleftrightarrow$EGR1,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
220,filter28$\longleftrightarrow$filter166,5331,M0609_1.02,0.00120471,M0891_1.02,0.00381039,84.0,12.0,238.0,241.0,1.2865681180023466e-06,2.3976266508205327e-06,DNMT1,TLX2,TLX2$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
221,filter28$\longleftrightarrow$filter174,5339,M0609_1.02,0.00120471,M1007_1.02,0.0111757,102.0,108.0,251.0,222.0,1.8878605611134761e-07,4.292185832874425e-07,DNMT1,HOXA11,DNMT1$\longleftrightarrow$HOXA11,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
222,filter28$\longleftrightarrow$filter193,5358,M0609_1.02,0.00120471,M0891_1.02,0.00465549,276.0,36.0,271.0,214.0,5.775891013930993e-13,4.11289957434952e-12,DNMT1,TLX2,TLX2$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
223,filter28$\longleftrightarrow$filter195,5360,M0609_1.02,0.00120471,M4604_1.02,0.0263842,384.0,390.0,240.0,89.0,0.0007158107580008652,0.0008604326445304963,DNMT1,ZNF263,DNMT1$\longleftrightarrow$ZNF263,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
224,filter32$\longleftrightarrow$filter71,5910,M1605_1.02,0.00916551,M4459_1.02,0.025375400000000003,342.0,168.0,311.0,294.0,3.974612302621772e-10,1.6690225539901188e-09,SOX1,EGR1,SOX1$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
225,filter32$\longleftrightarrow$filter90,5929,M1605_1.02,0.00916551,M0607_1.02,0.0174315,312.0,186.0,312.0,443.0,6.770289481401478e-15,6.530251945242698e-14,SOX1,KDM2B,SOX1$\longleftrightarrow$KDM2B,Sox,CxxC,Sox$\longleftrightarrow$CxxC
226,filter32$\longleftrightarrow$filter101,5940,M1605_1.02,0.00916551,M1110_1.02,0.00439645,294.0,72.0,281.0,465.0,9.76384778523052e-11,4.66641554059891e-10,SOX1,HHEX,SOX1$\longleftrightarrow$HHEX,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
227,filter32$\longleftrightarrow$filter130,5969,M1605_1.02,0.00916551,M0891_1.02,0.040161,90.0,24.0,320.0,463.0,2.039611210522463e-13,1.5716005471920577e-12,SOX1,TLX2,SOX1$\longleftrightarrow$TLX2,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
228,filter32$\longleftrightarrow$filter133,5972,M1605_1.02,0.00916551,M0609_1.02,0.00486299,90.0,96.0,356.0,405.0,9.236020416721394e-29,1.729308999201423e-26,SOX1,DNMT1,SOX1$\longleftrightarrow$DNMT1,Sox,CxxC,Sox$\longleftrightarrow$CxxC
229,filter32$\longleftrightarrow$filter138,5977,M1605_1.02,0.00916551,M0607_1.02,0.047259300000000004,150.0,234.0,309.0,406.0,4.6668174356567725e-19,8.434198288915933e-18,SOX1,KDM2B,SOX1$\longleftrightarrow$KDM2B,Sox,CxxC,Sox$\longleftrightarrow$CxxC
230,filter32$\longleftrightarrow$filter161,6000,M1605_1.02,0.00916551,M4459_1.02,0.0224206,276.0,444.0,277.0,301.0,6.272693561102222e-08,1.6049826049026018e-07,SOX1,EGR1,SOX1$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
231,filter33$\longleftrightarrow$filter71,6076,M6309_1.02,0.023616599999999998,M4459_1.02,0.025375400000000003,534.0,42.0,129.0,227.0,1.9246907057411858e-07,4.360349121974516e-07,IRF3,EGR1,IRF3$\longleftrightarrow$EGR1,IRF,C2H2 ZF,IRF$\longleftrightarrow$C2H2 ZF
232,filter33$\longleftrightarrow$filter101,6106,M6309_1.02,0.023616599999999998,M1110_1.02,0.00439645,42.0,390.0,113.0,367.0,4.284026536480477e-06,7.1693251659397244e-06,IRF3,HHEX,IRF3$\longleftrightarrow$HHEX,IRF,Homeodomain,IRF$\longleftrightarrow$Homeodomain
233,filter33$\longleftrightarrow$filter130,6135,M6309_1.02,0.023616599999999998,M0891_1.02,0.040161,78.0,546.0,134.0,375.0,1.896025105895876e-07,4.304599081359895e-07,IRF3,TLX2,IRF3$\longleftrightarrow$TLX2,IRF,Homeodomain,IRF$\longleftrightarrow$Homeodomain
234,filter33$\longleftrightarrow$filter133,6138,M6309_1.02,0.023616599999999998,M0609_1.02,0.00486299,66.0,390.0,143.0,325.0,3.0675050363260965e-14,2.704672723165087e-13,IRF3,DNMT1,IRF3$\longleftrightarrow$DNMT1,IRF,CxxC,IRF$\longleftrightarrow$CxxC
235,filter39$\longleftrightarrow$filter71,7051,M0632_1.02,0.00220547,M4459_1.02,0.025375400000000003,342.0,288.0,207.0,269.0,5.4452615586620044e-11,2.768732834060888e-10,DMRTA2,EGR1,DMRTA2$\longleftrightarrow$EGR1,DM,C2H2 ZF,DM$\longleftrightarrow$C2H2 ZF
236,filter39$\longleftrightarrow$filter101,7081,M0632_1.02,0.00220547,M1110_1.02,0.00439645,210.0,24.0,204.0,436.0,1.4091143121867543e-08,4.191785846439663e-08,DMRTA2,HHEX,DMRTA2$\longleftrightarrow$HHEX,DM,Homeodomain,Homeodomain$\longleftrightarrow$DM
237,filter39$\longleftrightarrow$filter130,7110,M0632_1.02,0.00220547,M0891_1.02,0.040161,24.0,18.0,230.0,438.0,1.8375472318908812e-10,8.237905407195318e-10,DMRTA2,TLX2,TLX2$\longleftrightarrow$DMRTA2,DM,Homeodomain,Homeodomain$\longleftrightarrow$DM
238,filter39$\longleftrightarrow$filter133,7113,M0632_1.02,0.00220547,M0609_1.02,0.00486299,36.0,192.0,244.0,382.0,8.992057932318753e-26,8.748859608794671e-24,DMRTA2,DNMT1,DMRTA2$\longleftrightarrow$DNMT1,DM,CxxC,DM$\longleftrightarrow$CxxC
239,filter39$\longleftrightarrow$filter161,7141,M0632_1.02,0.00220547,M4459_1.02,0.0224206,6.0,402.0,195.0,288.0,6.108962919386261e-06,9.981945057703526e-06,DMRTA2,EGR1,DMRTA2$\longleftrightarrow$EGR1,DM,C2H2 ZF,DM$\longleftrightarrow$C2H2 ZF
240,filter40$\longleftrightarrow$filter71,7210,M0891_1.02,0.0125603,M4459_1.02,0.025375400000000003,306.0,288.0,147.0,191.0,3.5528285259832664e-08,9.64902150017469e-08,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
241,filter40$\longleftrightarrow$filter101,7240,M0891_1.02,0.0125603,M1110_1.02,0.00439645,246.0,144.0,132.0,307.0,1.7248790957059478e-06,3.126588930314369e-06,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
242,filter40$\longleftrightarrow$filter133,7272,M0891_1.02,0.0125603,M0609_1.02,0.00486299,276.0,468.0,167.0,279.0,6.531325753452492e-17,8.698414172903465e-16,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
243,filter40$\longleftrightarrow$filter161,7300,M0891_1.02,0.0125603,M4459_1.02,0.0224206,456.0,186.0,133.0,200.0,5.6645023582471666e-05,7.87341091978198e-05,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
244,filter41$\longleftrightarrow$filter71,7368,M0931_1.02,0.0324033,M4459_1.02,0.025375400000000003,402.0,36.0,99.0,238.0,1.061913247078527e-06,2.014344377503547e-06,LHX5,EGR1,LHX5$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
245,filter41$\longleftrightarrow$filter101,7398,M0931_1.02,0.0324033,M1110_1.02,0.00439645,294.0,48.0,98.0,380.0,4.8007915952381565e-05,6.746542890791636e-05,LHX5,HHEX,LHX5$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
246,filter41$\longleftrightarrow$filter102,7399,M0931_1.02,0.0324033,M4604_1.02,0.0389065,396.0,354.0,76.0,223.0,3.364699319281241e-06,5.727186060573365e-06,LHX5,ZNF263,LHX5$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
247,filter41$\longleftrightarrow$filter130,7427,M0931_1.02,0.0324033,M0891_1.02,0.040161,336.0,48.0,99.0,379.0,0.00010407826971008315,0.00013931082106273955,LHX5,TLX2,LHX5$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
248,filter41$\longleftrightarrow$filter133,7430,M0931_1.02,0.0324033,M0609_1.02,0.00486299,48.0,162.0,115.0,328.0,1.5580217539906713e-15,1.6810790654075613e-14,LHX5,DNMT1,LHX5$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
249,filter44$\longleftrightarrow$filter71,7836,M0891_1.02,0.00140854,M4459_1.02,0.025375400000000003,42.0,60.0,246.0,172.0,2.904197773687708e-08,8.07341616912487e-08,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
250,filter44$\longleftrightarrow$filter101,7866,M0891_1.02,0.00140854,M1110_1.02,0.00439645,348.0,150.0,222.0,292.0,3.6717182572027555e-09,1.2328142629405456e-08,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
251,filter44$\longleftrightarrow$filter102,7867,M0891_1.02,0.00140854,M4604_1.02,0.0389065,222.0,444.0,182.0,165.0,7.164905956729152e-10,2.829515590604081e-09,TLX2,ZNF263,TLX2$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
252,filter44$\longleftrightarrow$filter117,7882,M0891_1.02,0.00140854,M1605_1.02,0.0443084,126.0,48.0,127.0,187.0,1.1223453677806633e-05,1.7520477222392607e-05,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
253,filter44$\longleftrightarrow$filter133,7898,M0891_1.02,0.00140854,M0609_1.02,0.00486299,474.0,60.0,281.0,249.0,6.697235305980052e-23,2.4787558115040123e-21,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
254,filter44$\longleftrightarrow$filter160,7925,M0891_1.02,0.00140854,M1605_1.02,0.013323500000000002,162.0,150.0,192.0,251.0,4.7670083514992015e-08,1.263396135122561e-07,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
255,filter44$\longleftrightarrow$filter161,7926,M0891_1.02,0.00140854,M4459_1.02,0.0224206,36.0,138.0,217.0,187.0,1.2522285700609825e-05,1.944313921221516e-05,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
256,filter48$\longleftrightarrow$filter71,8446,M0891_1.02,0.0277065,M4459_1.02,0.025375400000000003,210.0,150.0,168.0,268.0,0.0027722153555836022,0.0031103142322250997,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
257,filter48$\longleftrightarrow$filter101,8476,M0891_1.02,0.0277065,M1110_1.02,0.00439645,102.0,252.0,149.0,427.0,6.510574694982886e-05,8.963304175661992e-05,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
258,filter48$\longleftrightarrow$filter102,8477,M0891_1.02,0.0277065,M4604_1.02,0.0389065,408.0,198.0,127.0,252.0,3.6217088267170206e-06,6.125344949755727e-06,TLX2,ZNF263,TLX2$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
259,filter48$\longleftrightarrow$filter133,8508,M0891_1.02,0.0277065,M0609_1.02,0.00486299,444.0,42.0,188.0,369.0,1.1259241766687111e-18,1.9371981915332475e-17,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
260,filter48$\longleftrightarrow$filter138,8513,M0891_1.02,0.0277065,M0607_1.02,0.047259300000000004,156.0,204.0,171.0,371.0,5.477990842620094e-08,1.4280462614299558e-07,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
261,filter48$\longleftrightarrow$filter160,8535,M0891_1.02,0.0277065,M1605_1.02,0.013323500000000002,192.0,78.0,132.0,380.0,0.030498364080673208,0.03176580264030851,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
262,filter48$\longleftrightarrow$filter161,8536,M0891_1.02,0.0277065,M4459_1.02,0.0224206,444.0,126.0,146.0,272.0,0.0056029719015345935,0.006097182756439184,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
263,filter54$\longleftrightarrow$filter71,9331,M0609_1.02,0.00172457,M4459_1.02,0.025375400000000003,234.0,60.0,213.0,187.0,1.2771909971463886e-05,1.9772854785588306e-05,DNMT1,EGR1,DNMT1$\longleftrightarrow$EGR1,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
264,filter54$\longleftrightarrow$filter90,9350,M0609_1.02,0.00172457,M0607_1.02,0.0174315,390.0,132.0,219.0,289.0,4.680114441027936e-09,1.5325930314600737e-08,DNMT1,KDM2B,DNMT1$\longleftrightarrow$KDM2B,CxxC,CxxC,CxxC$\longleftrightarrow$CxxC
265,filter54$\longleftrightarrow$filter101,9361,M0609_1.02,0.00172457,M1110_1.02,0.00439645,48.0,174.0,189.0,300.0,1.380898537212699e-07,3.24623341502808e-07,DNMT1,HHEX,HHEX$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
266,filter54$\longleftrightarrow$filter130,9390,M0609_1.02,0.00172457,M0891_1.02,0.040161,210.0,396.0,215.0,301.0,7.66409892497137e-11,3.7472852347440666e-10,DNMT1,TLX2,TLX2$\longleftrightarrow$DNMT1,CxxC,Homeodomain,Homeodomain$\longleftrightarrow$CxxC
267,filter54$\longleftrightarrow$filter161,9421,M0609_1.02,0.00172457,M4459_1.02,0.0224206,234.0,48.0,194.0,194.0,4.417426032592055e-06,7.384804129065393e-06,DNMT1,EGR1,DNMT1$\longleftrightarrow$EGR1,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
268,filter54$\longleftrightarrow$filter195,9455,M0609_1.02,0.00172457,M4604_1.02,0.0263842,72.0,402.0,136.0,130.0,0.002089547634512869,0.0023796172166921157,DNMT1,ZNF263,DNMT1$\longleftrightarrow$ZNF263,CxxC,C2H2 ZF,CxxC$\longleftrightarrow$C2H2 ZF
