,filter_interaction,example_no,motif1,motif1_qval,motif2,motif2_qval,mean_distance,mean_distance_bg,num_obs,num_obs_bg,pval,adjusted_pval,TF1,TF2,TF_Interaction,TF1_Family,TF2_Family,Family_Interaction
0,filter0$\longleftrightarrow$filter1,0,M1592_1.02,0.000295472,M0905_1.02,0.020514599999999997,132.0,294.0,126.0,335.0,0.0015733083274811833,0.0018185281134134648,SOX3,HOXA6,SOX3$\longleftrightarrow$HOXA6,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
1,filter0$\longleftrightarrow$filter21,20,M1592_1.02,0.000295472,M0891_1.02,0.00370712,30.0,24.0,153.0,274.0,9.404829446475532e-05,0.00012652397349168057,SOX3,TLX2,SOX3$\longleftrightarrow$TLX2,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
2,filter0$\longleftrightarrow$filter71,70,M1592_1.02,0.000295472,M4459_1.02,0.025375400000000003,336.0,90.0,202.0,230.0,1.9490206829544434e-07,4.4029331680936787e-07,SOX3,EGR1,SOX3$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
3,filter0$\longleftrightarrow$filter101,100,M1592_1.02,0.000295472,M1110_1.02,0.00439645,90.0,30.0,174.0,368.0,6.469071983255367e-06,1.0532509525678689e-05,SOX3,HHEX,SOX3$\longleftrightarrow$HHEX,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
4,filter0$\longleftrightarrow$filter130,129,M1592_1.02,0.000295472,M0891_1.02,0.040161,108.0,30.0,215.0,365.0,1.7049527840196126e-09,6.173907521654637e-09,SOX3,TLX2,SOX3$\longleftrightarrow$TLX2,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
5,filter0$\longleftrightarrow$filter133,132,M1592_1.02,0.000295472,M0609_1.02,0.00486299,120.0,312.0,222.0,320.0,2.3581735429771297e-23,1.014333295580568e-21,SOX3,DNMT1,SOX3$\longleftrightarrow$DNMT1,Sox,CxxC,Sox$\longleftrightarrow$CxxC
6,filter0$\longleftrightarrow$filter161,160,M1592_1.02,0.000295472,M4459_1.02,0.0224206,90.0,486.0,187.0,236.0,1.293938917995844e-07,3.0553468664545786e-07,SOX3,EGR1,SOX3$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
7,filter0$\longleftrightarrow$filter162,161,M1592_1.02,0.000295472,M0609_1.02,0.0188738,48.0,144.0,116.0,306.0,0.03869210330219723,0.0401686121366255,SOX3,DNMT1,SOX3$\longleftrightarrow$DNMT1,Sox,CxxC,Sox$\longleftrightarrow$CxxC
8,filter1$\longleftrightarrow$filter21,218,M0905_1.02,0.020514599999999997,M0891_1.02,0.00370712,204.0,192.0,170.0,291.0,1.5012625451164784e-07,3.4956244923963065e-07,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
9,filter1$\longleftrightarrow$filter23,220,M0905_1.02,0.020514599999999997,M0891_1.02,0.00977604,378.0,96.0,241.0,335.0,1.9791957776653893e-15,2.0929502193717386e-14,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
10,filter1$\longleftrightarrow$filter24,221,M0905_1.02,0.020514599999999997,M0891_1.02,0.00601423,198.0,372.0,144.0,362.0,0.017746427867766718,0.018704264868576646,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
11,filter1$\longleftrightarrow$filter28,225,M0905_1.02,0.020514599999999997,M0609_1.02,0.00120471,108.0,108.0,213.0,213.0,1.0084255979962225e-11,5.966205721973931e-11,HOXA6,DNMT1,HOXA6$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
12,filter1$\longleftrightarrow$filter32,229,M0905_1.02,0.020514599999999997,M1605_1.02,0.00916551,48.0,144.0,217.0,426.0,2.8956126349449934e-05,4.227860099555007e-05,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
13,filter1$\longleftrightarrow$filter39,236,M0905_1.02,0.020514599999999997,M0632_1.02,0.00220547,36.0,288.0,163.0,403.0,0.000216885293425099,0.0002798321398346534,HOXA6,DMRTA2,HOXA6$\longleftrightarrow$DMRTA2,Homeodomain,DM,Homeodomain$\longleftrightarrow$DM
14,filter1$\longleftrightarrow$filter40,237,M0905_1.02,0.020514599999999997,M0891_1.02,0.0125603,54.0,288.0,107.0,293.0,0.02617078009620851,0.02735684500697264,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
15,filter1$\longleftrightarrow$filter41,238,M0905_1.02,0.020514599999999997,M0931_1.02,0.0324033,234.0,294.0,74.0,350.0,0.008606244436117044,0.009226566534240671,HOXA6,LHX5,HOXA6$\longleftrightarrow$LHX5,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
16,filter1$\longleftrightarrow$filter44,241,M0905_1.02,0.020514599999999997,M0891_1.02,0.00140854,36.0,60.0,177.0,268.0,3.009493385159922e-07,6.538714979497633e-07,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
17,filter1$\longleftrightarrow$filter54,251,M0905_1.02,0.020514599999999997,M0609_1.02,0.00172457,288.0,60.0,133.0,279.0,0.0038869037725650203,0.004288393313024075,HOXA6,DNMT1,HOXA6$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
18,filter1$\longleftrightarrow$filter57,254,M0905_1.02,0.020514599999999997,M0404_1.02,0.046704,156.0,114.0,186.0,333.0,7.1969132444188475e-06,1.1604749167672333e-05,HOXA6,ZNF202,HOXA6$\longleftrightarrow$ZNF202,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
19,filter1$\longleftrightarrow$filter59,256,M0905_1.02,0.020514599999999997,M0408_1.02,0.0484739,36.0,30.0,119.0,278.0,0.0021105651581443136,0.002400117505671079,HOXA6,ZKSCAN1,HOXA6$\longleftrightarrow$ZKSCAN1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
20,filter1$\longleftrightarrow$filter69,266,M0905_1.02,0.020514599999999997,M1592_1.02,8.324540000000001e-05,252.0,174.0,120.0,374.0,0.0054787430111945465,0.005964035227302408,HOXA6,SOX3,SOX3$\longleftrightarrow$HOXA6,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
21,filter1$\longleftrightarrow$filter71,268,M0905_1.02,0.020514599999999997,M4459_1.02,0.025375400000000003,246.0,24.0,225.0,242.0,8.694261389555148e-08,2.1469227310282415e-07,HOXA6,EGR1,HOXA6$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
22,filter1$\longleftrightarrow$filter78,275,M0905_1.02,0.020514599999999997,M0714_1.02,0.0119414,300.0,30.0,96.0,232.0,0.006369849100247586,0.00691043956581052,HOXA6,ENSG00000235187,HOXA6$\longleftrightarrow$ENSG00000235187,Homeodomain,Ets,Homeodomain$\longleftrightarrow$Ets
23,filter1$\longleftrightarrow$filter81,278,M0905_1.02,0.020514599999999997,M1605_1.02,0.00109332,138.0,18.0,164.0,392.0,2.202706936459147e-07,4.916701387622346e-07,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
24,filter1$\longleftrightarrow$filter90,287,M0905_1.02,0.020514599999999997,M0607_1.02,0.0174315,114.0,216.0,233.0,373.0,2.474225610742628e-10,1.083281997110562e-09,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
25,filter1$\longleftrightarrow$filter91,288,M0905_1.02,0.020514599999999997,M0891_1.02,0.013369799999999998,270.0,102.0,113.0,355.0,0.004743583740587354,0.005188600359549673,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
26,filter1$\longleftrightarrow$filter98,295,M0905_1.02,0.020514599999999997,M0607_1.02,0.00180572,354.0,6.0,108.0,320.0,0.006721790420285299,0.00727736697543133,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
27,filter1$\longleftrightarrow$filter100,297,M0905_1.02,0.020514599999999997,M1605_1.02,0.00800558,84.0,150.0,162.0,290.0,4.080483203060888e-05,5.819076180709143e-05,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
28,filter1$\longleftrightarrow$filter101,298,M0905_1.02,0.020514599999999997,M1110_1.02,0.00439645,180.0,96.0,212.0,394.0,2.7855911577001137e-10,1.212932510938367e-09,HOXA6,HHEX,HOXA6$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
29,filter1$\longleftrightarrow$filter102,299,M0905_1.02,0.020514599999999997,M4604_1.02,0.0389065,24.0,42.0,175.0,232.0,1.7644819365840433e-07,4.0405366936309427e-07,HOXA6,ZNF263,HOXA6$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
30,filter1$\longleftrightarrow$filter109,306,M0905_1.02,0.020514599999999997,M1605_1.02,0.00402327,300.0,162.0,178.0,367.0,8.092124180228786e-08,2.0075784306834163e-07,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
31,filter1$\longleftrightarrow$filter110,307,M0905_1.02,0.020514599999999997,M1605_1.02,0.022547799999999996,72.0,144.0,90.0,286.0,0.00589803139957573,0.006407315339539095,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
32,filter1$\longleftrightarrow$filter118,315,M0905_1.02,0.020514599999999997,M0437_1.02,0.03969980000000001,36.0,144.0,121.0,379.0,0.0007897811059754995,0.0009448000105237287,HOXA6,ZNF32,HOXA6$\longleftrightarrow$ZNF32,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
33,filter1$\longleftrightarrow$filter120,317,M0905_1.02,0.020514599999999997,M0632_1.02,0.012941999999999999,60.0,138.0,134.0,255.0,1.0083921396406672e-07,2.4389910185989697e-07,HOXA6,DMRTA2,HOXA6$\longleftrightarrow$DMRTA2,Homeodomain,DM,Homeodomain$\longleftrightarrow$DM
34,filter1$\longleftrightarrow$filter125,322,M0905_1.02,0.020514599999999997,M0931_1.02,0.0494975,144.0,90.0,109.0,305.0,4.643078029558566e-08,1.2346631051031675e-07,HOXA6,LHX5,HOXA6$\longleftrightarrow$LHX5,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
35,filter1$\longleftrightarrow$filter126,323,M0905_1.02,0.020514599999999997,M0891_1.02,0.00969903,18.0,90.0,110.0,380.0,0.028382154057048664,0.02959069648332325,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
36,filter1$\longleftrightarrow$filter128,325,M0905_1.02,0.020514599999999997,M0931_1.02,0.00112071,132.0,60.0,75.0,403.0,0.015195052644158118,0.01607372966645241,HOXA6,LHX5,HOXA6$\longleftrightarrow$LHX5,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
37,filter1$\longleftrightarrow$filter130,327,M0905_1.02,0.020514599999999997,M0891_1.02,0.040161,204.0,396.0,246.0,391.0,1.2599582634500934e-13,1.01273917993981e-12,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
38,filter1$\longleftrightarrow$filter131,328,M0905_1.02,0.020514599999999997,M0424_1.02,0.0111822,36.0,18.0,215.0,395.0,0.002285190050305896,0.002589448177331316,HOXA6,SNAI3,HOXA6$\longleftrightarrow$SNAI3,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
39,filter1$\longleftrightarrow$filter133,330,M0905_1.02,0.020514599999999997,M0609_1.02,0.00486299,336.0,174.0,260.0,335.0,3.620512757314492e-23,1.4405115133165036e-21,HOXA6,DNMT1,HOXA6$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
40,filter1$\longleftrightarrow$filter135,332,M0905_1.02,0.020514599999999997,M1110_1.02,0.027917599999999997,168.0,18.0,224.0,320.0,7.363305230619028e-07,1.4424508295285075e-06,HOXA6,HHEX,HOXA6$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
41,filter1$\longleftrightarrow$filter138,335,M0905_1.02,0.020514599999999997,M0607_1.02,0.047259300000000004,102.0,180.0,227.0,340.0,4.397993352779369e-11,2.2873877192641716e-10,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
42,filter1$\longleftrightarrow$filter139,336,M0905_1.02,0.020514599999999997,M1605_1.02,0.00567516,96.0,150.0,143.0,319.0,0.0030937169830844162,0.0034515601672477033,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
43,filter1$\longleftrightarrow$filter151,348,M0905_1.02,0.020514599999999997,M1507_1.02,0.00163482,144.0,90.0,195.0,354.0,5.8037163862704024e-08,1.4970201991490026e-07,HOXA6,LCOR,HOXA6$\longleftrightarrow$LCOR,Homeodomain,Pipsqueak,Homeodomain$\longleftrightarrow$Pipsqueak
44,filter1$\longleftrightarrow$filter155,352,M0905_1.02,0.020514599999999997,M0609_1.02,0.0062106,84.0,162.0,150.0,297.0,6.609251618882238e-05,9.09129122856619e-05,HOXA6,DNMT1,HOXA6$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
45,filter1$\longleftrightarrow$filter159,356,M0905_1.02,0.020514599999999997,M0607_1.02,0.0061845,24.0,144.0,138.0,270.0,0.006098502983512185,0.006620578102496346,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
46,filter1$\longleftrightarrow$filter160,357,M0905_1.02,0.020514599999999997,M1605_1.02,0.013323500000000002,54.0,132.0,181.0,349.0,3.758940842440617e-08,1.0165427953686053e-07,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
47,filter1$\longleftrightarrow$filter161,358,M0905_1.02,0.020514599999999997,M4459_1.02,0.0224206,336.0,84.0,210.0,253.0,7.935057830748846e-06,1.2704873780318703e-05,HOXA6,EGR1,HOXA6$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
48,filter1$\longleftrightarrow$filter162,359,M0905_1.02,0.020514599999999997,M0609_1.02,0.0188738,78.0,6.0,133.0,331.0,0.0016407664211405086,0.0018929175492896843,HOXA6,DNMT1,HOXA6$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
49,filter1$\longleftrightarrow$filter165,362,M0905_1.02,0.020514599999999997,M0891_1.02,0.033438199999999994,126.0,132.0,97.0,328.0,0.0020623579927657888,0.002351176751781341,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
50,filter1$\longleftrightarrow$filter166,363,M0905_1.02,0.020514599999999997,M0891_1.02,0.00381039,48.0,6.0,185.0,400.0,0.007278163870315239,0.007855678399190711,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
51,filter1$\longleftrightarrow$filter173,370,M0905_1.02,0.020514599999999997,M0607_1.02,0.00901742,180.0,144.0,194.0,330.0,9.460173927543912e-05,0.00012716103721018696,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
52,filter1$\longleftrightarrow$filter180,377,M0905_1.02,0.020514599999999997,M1592_1.02,0.00075889,96.0,42.0,136.0,390.0,0.01637982168189745,0.017315500635496375,HOXA6,SOX3,SOX3$\longleftrightarrow$HOXA6,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
53,filter1$\longleftrightarrow$filter183,380,M0905_1.02,0.020514599999999997,M1605_1.02,0.000761008,24.0,72.0,170.0,381.0,0.003940257034949428,0.0043442459793017075,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
54,filter1$\longleftrightarrow$filter184,381,M0905_1.02,0.020514599999999997,M0891_1.02,0.0200649,90.0,96.0,129.0,205.0,2.289182724464704e-06,4.041302613406074e-06,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
55,filter1$\longleftrightarrow$filter189,386,M0905_1.02,0.020514599999999997,M1605_1.02,0.0375479,144.0,336.0,121.0,255.0,0.011029682113641014,0.0117810329421877,HOXA6,SOX1,HOXA6$\longleftrightarrow$SOX1,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
56,filter1$\longleftrightarrow$filter193,390,M0905_1.02,0.020514599999999997,M0891_1.02,0.00465549,12.0,114.0,193.0,366.0,9.538763335014568e-06,1.50380800868506e-05,HOXA6,TLX2,HOXA6$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
57,filter1$\longleftrightarrow$filter195,392,M0905_1.02,0.020514599999999997,M4604_1.02,0.0263842,42.0,54.0,173.0,161.0,0.0001391896737405147,0.00018292350599341797,HOXA6,ZNF263,HOXA6$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
58,filter1$\longleftrightarrow$filter197,394,M0905_1.02,0.020514599999999997,M1110_1.02,0.00768872,180.0,240.0,185.0,396.0,3.1828200428892867e-06,5.432126646925791e-06,HOXA6,HHEX,HOXA6$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
59,filter1$\longleftrightarrow$filter199,396,M0905_1.02,0.020514599999999997,M0607_1.02,0.039024500000000004,240.0,60.0,148.0,381.0,0.00033313563811647814,0.00042028170278428454,HOXA6,KDM2B,HOXA6$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
60,filter2$\longleftrightarrow$filter71,465,M1605_1.02,0.00233526,M4459_1.02,0.025375400000000003,258.0,384.0,64.0,152.0,5.970926304319126e-06,9.77144392115567e-06,SOX1,EGR1,SOX1$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
61,filter2$\longleftrightarrow$filter101,495,M1605_1.02,0.00233526,M1110_1.02,0.00439645,246.0,198.0,61.0,264.0,6.683777275414291e-07,1.3222164740611368e-06,SOX1,HHEX,SOX1$\longleftrightarrow$HHEX,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
62,filter2$\longleftrightarrow$filter130,524,M1605_1.02,0.00233526,M0891_1.02,0.040161,474.0,420.0,72.0,254.0,9.889375623367267e-06,1.5536960814006917e-05,SOX1,TLX2,SOX1$\longleftrightarrow$TLX2,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
63,filter2$\longleftrightarrow$filter133,527,M1605_1.02,0.00233526,M0609_1.02,0.00486299,318.0,390.0,76.0,229.0,6.908515676789096e-13,4.836915087357325e-12,SOX1,DNMT1,SOX1$\longleftrightarrow$DNMT1,Sox,CxxC,Sox$\longleftrightarrow$CxxC
64,filter10$\longleftrightarrow$filter21,1955,M1110_1.02,0.028299200000000004,M0891_1.02,0.00370712,150.0,84.0,88.0,285.0,0.021774720073912644,0.022836551563513656,HHEX,TLX2,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
65,filter10$\longleftrightarrow$filter71,2005,M1110_1.02,0.028299200000000004,M4459_1.02,0.025375400000000003,258.0,126.0,102.0,238.0,0.0003833214708317545,0.0004786630999048547,HHEX,EGR1,HHEX$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
66,filter10$\longleftrightarrow$filter102,2036,M1110_1.02,0.028299200000000004,M4604_1.02,0.0389065,324.0,24.0,80.0,216.0,2.6130615356155082e-05,3.838197908566757e-05,HHEX,ZNF263,HHEX$\longleftrightarrow$ZNF263,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
67,filter10$\longleftrightarrow$filter130,2064,M1110_1.02,0.028299200000000004,M0891_1.02,0.040161,150.0,54.0,99.0,376.0,2.9498685862902567e-06,5.0781134181513715e-06,HHEX,TLX2,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
68,filter10$\longleftrightarrow$filter133,2067,M1110_1.02,0.028299200000000004,M0609_1.02,0.00486299,282.0,150.0,116.0,329.0,3.3656605145816564e-16,4.057915688603565e-15,HHEX,DNMT1,HHEX$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
69,filter10$\longleftrightarrow$filter160,2094,M1110_1.02,0.028299200000000004,M1605_1.02,0.013323500000000002,6.0,36.0,79.0,338.0,0.00017053965542180978,0.00022228817494169555,HHEX,SOX1,SOX1$\longleftrightarrow$HHEX,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
70,filter14$\longleftrightarrow$filter71,2751,M0891_1.02,0.023475,M4459_1.02,0.025375400000000003,252.0,234.0,249.0,268.0,3.394507468325267e-10,1.450297620359641e-09,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
71,filter14$\longleftrightarrow$filter101,2781,M0891_1.02,0.023475,M1110_1.02,0.00439645,6.0,18.0,231.0,425.0,4.249750243291068e-11,2.2211748808531146e-10,TLX2,HHEX,HHEX$\longleftrightarrow$TLX2,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
72,filter14$\longleftrightarrow$filter133,2813,M0891_1.02,0.023475,M0609_1.02,0.00486299,48.0,480.0,283.0,363.0,1.9482314457546834e-28,3.2638003641248197e-26,TLX2,DNMT1,TLX2$\longleftrightarrow$DNMT1,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
73,filter14$\longleftrightarrow$filter138,2818,M0891_1.02,0.023475,M0607_1.02,0.047259300000000004,102.0,162.0,235.0,363.0,6.552840067234026e-16,7.396343948229044e-15,TLX2,KDM2B,TLX2$\longleftrightarrow$KDM2B,Homeodomain,CxxC,Homeodomain$\longleftrightarrow$CxxC
74,filter14$\longleftrightarrow$filter160,2840,M0891_1.02,0.023475,M1605_1.02,0.013323500000000002,372.0,234.0,197.0,378.0,2.16817754900742e-06,3.849029078912782e-06,TLX2,SOX1,SOX1$\longleftrightarrow$TLX2,Homeodomain,Sox,Sox$\longleftrightarrow$Homeodomain
75,filter14$\longleftrightarrow$filter161,2841,M0891_1.02,0.023475,M4459_1.02,0.0224206,210.0,156.0,231.0,274.0,1.0885370053232323e-06,2.058712589390284e-06,TLX2,EGR1,TLX2$\longleftrightarrow$EGR1,Homeodomain,C2H2 ZF,Homeodomain$\longleftrightarrow$C2H2 ZF
76,filter16$\longleftrightarrow$filter71,3118,M1605_1.02,0.0009702630000000001,M4459_1.02,0.025375400000000003,414.0,24.0,119.0,261.0,1.5062192046018115e-07,3.502042168186681e-07,SOX1,EGR1,SOX1$\longleftrightarrow$EGR1,Sox,C2H2 ZF,Sox$\longleftrightarrow$C2H2 ZF
77,filter16$\longleftrightarrow$filter101,3148,M1605_1.02,0.0009702630000000001,M1110_1.02,0.00439645,90.0,30.0,109.0,413.0,2.6482354435120147e-06,4.608711545488651e-06,SOX1,HHEX,SOX1$\longleftrightarrow$HHEX,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
78,filter16$\longleftrightarrow$filter130,3177,M1605_1.02,0.0009702630000000001,M0891_1.02,0.040161,42.0,36.0,124.0,408.0,9.738379263069037e-09,3.0094428344027906e-08,SOX1,TLX2,SOX1$\longleftrightarrow$TLX2,Sox,Homeodomain,Sox$\longleftrightarrow$Homeodomain
79,filter16$\longleftrightarrow$filter133,3180,M1605_1.02,0.0009702630000000001,M0609_1.02,0.00486299,54.0,174.0,137.0,358.0,2.0986420689624145e-14,1.8902423477118186e-13,SOX1,DNMT1,SOX1$\longleftrightarrow$DNMT1,Sox,CxxC,Sox$\longleftrightarrow$CxxC
80,filter17$\longleftrightarrow$filter23,3252,M0747_1.02,0.00161793,M0891_1.02,0.00977604,84.0,84.0,73.0,276.0,2.2619801293061068e-08,6.405589636638203e-08,FOXK2,TLX2,FOXK2$\longleftrightarrow$TLX2,Forkhead,Homeodomain,Forkhead$\longleftrightarrow$Homeodomain
81,filter17$\longleftrightarrow$filter101,3330,M0747_1.02,0.00161793,M1110_1.02,0.00439645,330.0,120.0,63.0,315.0,5.3321811625071606e-06,8.812218400965883e-06,FOXK2,HHEX,FOXK2$\longleftrightarrow$HHEX,Forkhead,Homeodomain,Forkhead$\longleftrightarrow$Homeodomain
82,filter17$\longleftrightarrow$filter130,3359,M0747_1.02,0.00161793,M0891_1.02,0.040161,252.0,318.0,66.0,313.0,0.0004131806211526607,0.0005131306738700424,FOXK2,TLX2,FOXK2$\longleftrightarrow$TLX2,Forkhead,Homeodomain,Forkhead$\longleftrightarrow$Homeodomain
83,filter17$\longleftrightarrow$filter133,3362,M0747_1.02,0.00161793,M0609_1.02,0.00486299,360.0,102.0,73.0,271.0,9.94854184631759e-12,5.896873127901097e-11,FOXK2,DNMT1,FOXK2$\longleftrightarrow$DNMT1,Forkhead,CxxC,Forkhead$\longleftrightarrow$CxxC
84,filter17$\longleftrightarrow$filter138,3367,M0747_1.02,0.00161793,M0607_1.02,0.047259300000000004,102.0,138.0,68.0,270.0,1.3451511326031633e-05,2.0704139531314644e-05,FOXK2,KDM2B,FOXK2$\longleftrightarrow$KDM2B,Forkhead,CxxC,Forkhead$\longleftrightarrow$CxxC
85,filter17$\longleftrightarrow$filter161,3390,M0747_1.02,0.00161793,M4459_1.02,0.0224206,12.0,354.0,59.0,193.0,0.018870562985462545,0.019849637139037438,FOXK2,EGR1,FOXK2$\longleftrightarrow$EGR1,Forkhead,C2H2 ZF,Forkhead$\longleftrightarrow$C2H2 ZF
86,filter19$\longleftrightarrow$filter101,3691,M0931_1.02,0.00809691,M1110_1.02,0.00439645,420.0,30.0,97.0,361.0,0.0036303977660906385,0.004020722369334203,LHX5,HHEX,LHX5$\longleftrightarrow$HHEX,Homeodomain,Homeodomain,Homeodomain$\longleftrightarrow$Homeodomain
